dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date,week_of_year
DSIT,Innovation & Business,CDEI publishes review into bias in algorithmic decision-making,2020-11-27 00:00:00,2020.0,11.0,November,4.0,Q4.0 2020.0,2020-11,5.0,3-Medium,No,Research & Analysis,High Impact,Public Sector,Algorithmic Decision-Making,Historical,Government/Public Sector,"The CDEI report reviews bias in algorithmic decision-making, providing insights for improving fairness and transparency in AI applications.",algorithmic decision-making,"algorithmic decision-making, bias, transparency",Over 2 years ago,1812.0,18,3.0,The CDEI has published the final report of its review into bias in algorithmic decision-making.,https://www.gov.uk/government/publications/cdei-publishes-review-into-bias-in-algorithmic-decision-making,independent_report,Independent report,2025-11-13,48
DSIT,Innovation & Business,Nearly £50 million unlocked for world-leading UK Biobank following new industry backing,2024-07-24 23:01:01,2024.0,7.0,July,3.0,Q3.0 2024.0,2024-07,0.0,5-Minimal,No,Funding & Investment,Background,Healthcare,Innovation & R&D,Historical,General Public,This document discusses funding for UK Biobank but does not focus on AI systems or obligations.,Not available,Not available,1-2 years ago,476.0,16,,"Amazon Web Services (AWS) will provide around £8 million worth of cloud computing storage access to support UK Biobank, the world’s leading biomedical database.",https://www.gov.uk/government/news/nearly-50-million-unlocked-for-world-leading-uk-biobank-following-new-industry-backing,press_release,,2025-11-13,30
DSIT,Innovation & Business,Introduction to AI assurance,2024-02-12 00:00:00,2024.0,2.0,February,1.0,Q1.0 2024.0,2024-02,6.0,3-Medium,No,Implementation Guidance,Strategic,Technology,General AI Policy,Active,Business/Private Sector,"This guide outlines assurance techniques to support responsible AI development, providing best practices for practitioners in the field.",AI safety,"AI safety, governance, ethics",1-2 years ago,640.0,18,3.0,An introductory guide for practitioners interested in finding out how assurance techniques can support the development of responsible AI.,https://www.gov.uk/government/publications/introduction-to-ai-assurance,guidance,Guidance,2025-11-13,7
DBT,Innovation & Business,Success stories of African companies using UK trade support,2022-05-20 18:04:34,2022.0,5.0,May,2.0,Q2.0 2022.0,2022-05,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,"This document highlights success stories of African companies utilizing UK trade support, with no focus on AI systems or obligations.",Not available,Not available,Over 2 years ago,1272.0,20,,Read about businesses that have participated in support schemes funded by the UK government.,https://www.gov.uk/guidance/success-stories-of-african-companies-using-uk-trade-support,detailed_guide,,2025-11-13,20
DBT,Innovation & Business,Industry Sector Deals,2019-06-28 08:36:04,2019.0,6.0,June,2.0,Q2.0 2019.0,2019-06,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,This document does not contain relevant AI content or obligations.,Not available,Not available,Over 2 years ago,2330.0,10,,Sector Deals between government and industry.,https://www.gov.uk/government/collections/industry-sector-deals,document_collection,,2025-11-13,26
DBT,Innovation & Business,Education Secretary addresses the Education World Forum,2023-05-08 16:14:49,2023.0,5.0,May,2.0,Q2.0 2023.0,2023-05,4.0,4-Low,No,Strategy & Frameworks,Strategic,Education,Workforce & Skills,Active,General Public,"The Education Secretary promotes AI's role in enhancing education, encouraging international collaboration and skills development in the sector.",AI innovation,"AI innovation, education, workforce skills",Over 2 years ago,920.0,18,3.0,Gillian Keegan celebrates the role of international education and promotes the benefits of embracing Artificial Intelligence in education,https://www.gov.uk/government/speeches/education-secretary-addresses-the-education-world-forum,speech,,2025-11-13,19
DBT,Innovation & Business,UK-Australia FTA Chapter 20: Innovation,2021-12-16 22:30:00,2021.0,12.0,December,4.0,Q4.0 2021.0,2021-12,0.0,5-Minimal,No,International Cooperation,Strategic,Technology,Innovation & R&D,Active,Government/Public Sector,This document does not contain relevant AI content or obligations.,Not available,Not available,Over 2 years ago,1427.0,10,,Text of chapter 20 of the Free Trade Agreement (FTA) between the United Kingdom of Great Britain and Northern Ireland and Australia.,https://www.gov.uk/government/publications/uk-australia-fta-chapter-20-innovation,international_treaty,International treaty,2025-11-13,50
DBT,Innovation & Business,"Innovate UK - grant funding, innovation loans and expert support",2018-09-07 12:43:13,2018.0,9.0,September,3.0,Q3.0 2018.0,2018-09,0.0,5-Minimal,No,Funding & Investment,Strategic,Technology,Innovation & R&D,Active,Business/Private Sector,This document does not specifically address AI systems or applications.,Not available,Not available,Over 2 years ago,2624.0,10,,"Supports innovative UK businesses to realise the potential of new technologies, develop ideas and make them a commercial success.",https://www.gov.uk/business-finance-support/innovate-uk-grant-funding-innovation-loans-and-expert-support,business_finance_support_scheme,,2025-11-13,36
DBT,Innovation & Business,Trade with  Japan,2024-12-20 00:01:00,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Proposed,General Public,This document does not specifically address AI systems or applications.,Not available,Not available,Last year,328.0,10,,How  you import from and export to Japan.,https://www.gov.uk/guidance/summary-of-the-uk-japan-comprehensive-economic-partnership-agreement,detailed_guide,,2025-11-13,51
DBT,Innovation & Business,Industrial Strategy,2025-06-22 23:00:00,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,0.0,5-Minimal,No,Strategy & Frameworks,Strategic,Cross-Sector,Innovation & R&D,Proposed,Government/Public Sector,This document does not specifically address AI systems or applications.,Not available,Not available,Last 6 months,143.0,10,,"Strategy document setting out a new economic approach to backing the UK’s strengths, with ambitious plans for 8 high-growth sectors.",https://www.gov.uk/government/publications/industrial-strategy,policy_paper,Policy paper,2025-11-13,25
DBT,Innovation & Business,Achievements under the AI Sector Deal,2021-05-09 23:00:00,2021.0,5.0,May,2.0,Q2.0 2021.0,2021-05,5.0,3-Medium,No,Implementation Guidance,Strategic,Technology,Innovation & R&D,Historical,Government/Public Sector,"The AI Sector Deal outlines significant progress in AI innovation, encouraging collaboration between government and industry to enhance productivity and technology adoption.",innovation,"innovation, collaboration, productivity",Over 2 years ago,1648.0,22,3.0,"Since the publication of the near £1 billion AI Sector Deal in April 2018, the government and industry have seen significant progress.",https://www.gov.uk/government/publications/achievements-under-the-ai-sector-deal,guidance,Guidance,2025-11-13,18
DBT,Innovation & Business,BEIS Public Attitudes Tracker: Winter 2022,2023-03-09 00:00:00,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,2.0,5-Minimal,No,Research & Analysis,Background,Other/Mixed,General AI Policy,Active,General Public,"The BEIS Public Attitudes Tracker provides insights into public perceptions of AI, informing future policy directions and societal engagement with technology.",public perception,"public perception, AI policy, societal engagement",Over 2 years ago,980.0,21,3.0,Findings from the quarterly BEIS Public Attitudes Tracker (PAT).,https://www.gov.uk/government/statistics/beis-public-attitudes-tracker-winter-2022,official_statistics,Official Statistics,2025-11-13,10
DBT,Innovation & Business,Business Basics Fund,2021-02-03 16:25:02,2021.0,2.0,February,1.0,Q1.0 2021.0,2021-02,3.0,4-Low,No,Funding & Investment,Operational,Other/Mixed,Innovation & R&D,Active,Business/Private Sector,"The Business Basics Fund supports SMEs in enhancing productivity through technology, including AI, fostering innovation and operational improvements in various sectors.",productivity,"productivity, technology, innovation",Over 2 years ago,1744.0,21,3.0,The Business Basics Fund supported projects that tested methods of encouraging small and medium-sized enterprises (SMEs) to boost their productivity through ways of working and technology.,https://www.gov.uk/government/publications/business-basics-fund,guidance,Guidance,2025-11-13,5
DBT,Innovation & Business,Notice to exporters 2024/18: update on AUKUS and publication of new open general licence,2024-08-15 23:00:00,2024.0,8.0,August,3.0,Q3.0 2024.0,2024-08,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,454.0,10,,The Export Control Joint Unit (ECJU) advises of the publication of an open general licence to support the AUKUS Nations.,https://www.gov.uk/government/publications/notice-to-exporters-202418-update-on-aukus-and-publication-of-new-open-general-licence,notice,Notice,2025-11-13,33
DBT,Innovation & Business,Notice to exporters 2024/09: update on AUKUS,2024-04-30 23:01:07,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,561.0,10,,An update on progress with the AUKUS partnership on export control reforms.,https://www.gov.uk/government/publications/notice-to-exporters-202409-update-on-aukus,notice,Notice,2025-11-13,18
DBT,Innovation & Business,Global trade outlook: June 2025 report,2025-06-25 23:01:03,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,0.0,5-Minimal,No,Research & Analysis,Strategic,Other/Mixed,Innovation & R&D,Proposed,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,Last 6 months,140.0,10,,This report sets out some of the long-term trends that are likely to shape the global economy and international trade in coming decades.,https://www.gov.uk/government/publications/global-trade-outlook-june-2025-report,research,Research,2025-11-13,26
DBT,Innovation & Business,Digital competition expert panel: terms of reference,2018-09-19 17:09:34,2018.0,9.0,September,3.0,Q3.0 2018.0,2018-09,0.0,5-Minimal,No,Implementation Guidance,Strategic,Technology,General AI Policy,Historical,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Over 2 years ago,2612.0,10,,Terms of reference for the independent expert panel looking at competition in the digital economy.,https://www.gov.uk/government/publications/digital-competition-expert-panel-terms-of-reference,guidance,Guidance,2025-11-13,38
DBT,Innovation & Business,UK-Ukraine Digital Trade Agreement: agreement explainer,2023-03-20 00:00:00,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Active,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,Over 2 years ago,969.0,10,,A summary explainer of the agreement in principle for the UK-Ukraine Digital Trade Agreement (DTA).,https://www.gov.uk/government/publications/uk-ukraine-digital-trade-agreement-agreement-explainer,promotional,Promotional material,2025-11-13,12
DBT,Innovation & Business,UK-Singapore Digital Economy Agreement explainer,2022-06-14 16:23:02,2022.0,6.0,June,2.0,Q2.0 2022.0,2022-06,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Active,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,Over 2 years ago,1248.0,10,,A summary explainer of the UK-Singapore Digital Economy Agreement (DEA).,https://www.gov.uk/government/publications/uk-singapore-digital-economy-agreement-explainer,promotional,Promotional material,2025-11-13,24
DBT,Innovation & Business,Multimillion-pound investment gives rocket boost to South West space sector,2025-03-19 00:01:04,2025.0,3.0,March,1.0,Q1.0 2025.0,2025-03,0.0,5-Minimal,No,Funding & Investment,Background,Other/Mixed,Innovation & R&D,Historical,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,Last year,239.0,10,,Minister Jones has announced a multimillion-pound investment in Bristol's space sector from leading German space company OHB.,https://www.gov.uk/government/news/multimillion-pound-investment-gives-rocket-boost-to-south-west-space-sector,press_release,,2025-11-13,12
DBT,Innovation & Business,UK-Ukraine digital trade set to grow,2024-09-01 07:00:03,2024.0,9.0,September,3.0,Q3.0 2024.0,2024-09,0.0,5-Minimal,No,International Cooperation,Strategic,Other/Mixed,Innovation & R&D,Active,Business/Private Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,438.0,10,,"The UK-Ukraine Digital Trade Agreement (DTA) enters into force today, allowing businesses on both sides to benefit from quicker and cheaper trade.",https://www.gov.uk/government/news/uk-ukraine-digital-trade-set-to-grow,press_release,,2025-11-13,35
DBT,Innovation & Business,Government backs next generation of tech scale ups,2024-11-14 08:00:09,2024.0,11.0,November,4.0,Q4.0 2024.0,2024-11,0.0,5-Minimal,No,Funding & Investment,Strategic,Technology,Innovation & R&D,Active,Business/Private Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Last year,364.0,10,,The Department for Business and Trade has announced four tech scale up businesses as winners of the Unicorn Kingdom Pathfinder Awards.,https://www.gov.uk/government/news/government-backs-next-generation-of-tech-scale-ups,press_release,,2025-11-13,46
DBT,Innovation & Business,Industrial Strategy Partnership: Joint Statement between the UK and France,2025-07-11 09:30:04,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,0.0,5-Minimal,No,International Cooperation,Strategic,Other/Mixed,International Competitiveness,Proposed,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Last 6 months,125.0,10,,"Joint statement between the UK and French governments on an Industrial Strategy Partnership, made on 10 July 2025.",https://www.gov.uk/government/publications/industrial-strategy-partnership-joint-statement-between-the-uk-and-france,policy_paper,Policy paper,2025-11-13,28
DBT,Innovation & Business,Almost 200 new jobs in Wales to be created as a result of Prime Minister's trip to India,2025-10-08 23:00:00,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,0.0,5-Minimal,No,Funding & Investment,High Impact,Other/Mixed,Innovation & R&D,Active,Business/Private Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Last 3 months,35.0,10,,Indian investors confirm confidence in Wales as a business destination by investing £1.2 billion into some of Britain’s most thriving businesses.,https://www.gov.uk/government/news/almost-200-new-jobs-in-wales-to-be-created-as-a-result-of-prime-ministers-trip-to-india,press_release,,2025-11-13,41
DBT,Innovation & Business,"Nearly 7,000 new UK jobs to be created as a result of Prime Minister's trip to India",2025-10-08 21:35:07,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,0.0,5-Minimal,No,Funding & Investment,High Impact,Other/Mixed,Innovation & R&D,Active,Business/Private Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Last 3 months,35.0,10,,"Nearly 7,000 brand new jobs will be created in the United Kingdom thanks to a raft of major new deals secured by the Prime Minister during his visit to India.",https://www.gov.uk/government/news/nearly-7000-new-uk-jobs-to-be-created-as-a-result-of-prime-ministers-trip-to-india,press_release,,2025-11-13,41
DBT,Innovation & Business,UK and Colorado trade and economic co-operation memorandum of understanding,2025-01-27 23:59:03,2025.0,1.0,January,1.0,Q1.0 2025.0,2025-01,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,This document does not address AI systems or related topics.,Not available,Not available,Last year,289.0,10,,"Memorandum of understanding (MOU) on trade and economic co-operation between the United Kingdom and the State of Colorado in the USA, signed 27 January 2025.",https://www.gov.uk/government/publications/uk-and-colorado-trade-and-economic-co-operation-memorandum-of-understanding,policy_paper,Policy paper,2025-11-13,5
DBT,Innovation & Business,UK-Singapore Digital Economy Agreement: agreement in principle explainer,2021-12-09 12:32:00,2021.0,12.0,December,4.0,Q4.0 2021.0,2021-12,0.0,5-Minimal,No,International Cooperation,Strategic,Technology,Innovation & R&D,Proposed,Business/Private Sector,This document does not address AI systems or related topics.,Not available,Not available,Over 2 years ago,1435.0,10,,A summary explainer of the agreement in principle for the UK-Singapore Digital Economy Agreement (DEA).,https://www.gov.uk/government/publications/uk-singapore-digital-economy-agreement-agreement-in-principle-explainer,promotional,Promotional material,2025-11-13,49
DBT,Innovation & Business,Identifying New Growth Opportunities Within the UK-Singapore DEA,2025-09-24 07:36:49,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,0.0,5-Minimal,No,Research & Analysis,Strategic,Technology,Innovation & R&D,Active,Business/Private Sector,This document does not address AI systems or related topics.,Not available,Not available,Last 3 months,50.0,10,,"An overview of digital economy developments, utilisation of the UK-Singapore DEA, and potential growth opportunities",https://www.gov.uk/government/publications/identifying-new-growth-opportunities-within-the-uk-singapore-dea,impact_assessment,Impact assessment,2025-11-13,39
DBT,Innovation & Business,"UK Government honours exceptional exporters with Made in the UK, Sold to the World Awards",2025-06-23 23:01:03,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,This document does not pertain to artificial intelligence or related technologies.,Not available,Not available,Last 6 months,142.0,11,,"Twelve exceptional UK-based SMEs have been named today as winners of the Department for Business and Trade’s 2025 Made in the UK, Sold to the World Awards.",https://www.gov.uk/government/news/uk-government-honours-exceptional-exporters-with-made-in-the-uk-sold-to-the-world-awards,press_release,,2025-11-13,26
DBT,Innovation & Business,Regional Investment Summit delivers almost a thousand jobs for UK communities,2025-10-21 14:44:02,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,This document does not pertain to artificial intelligence or related technologies.,Not available,Not available,Last month,23.0,11,,Nearly a thousand jobs are to be created in a major boost to communities across the UK after over 10 billion in investments were announced at today’s first Regional Investment Summit.,https://www.gov.uk/government/news/regional-investment-summit-delivers-almost-a-thousand-jobs-for-uk-communities,press_release,,2025-11-13,43
DBT,Innovation & Business,Britain to be made AI match-fit with £118 million skills package,2023-10-31 00:00:00,2023.0,10.0,October,4.0,Q4.0 2023.0,2023-10,7.0,2-High,Yes,Funding & Investment,Strategic,Education,Workforce & Skills,Active,Government/Public Sector,"The UK government allocates £118 million to enhance AI skills through funding for research centres and scholarships, boosting workforce capabilities.",skills,"skills, funding, innovation",Over 2 years ago,744.0,20,3.0,"The UK’s AI skills base will be future-proofed with a £118 million boost to skills funding, including postgraduate research centres and scholarships.",https://www.gov.uk/government/news/britain-to-be-made-ai-match-fit-with-118-million-skills-package,press_release,,2025-11-13,44
DBT,Innovation & Business,Overseas business risk for South Korea,2022-03-03 06:38:13,2022.0,3.0,March,1.0,Q1.0 2022.0,2022-03,0.0,5-Minimal,No,Implementation Guidance,Background,Other/Mixed,General AI Policy,Historical,Business/Private Sector,This document does not address artificial intelligence or related technologies.,Not available,Not available,Over 2 years ago,1351.0,10,,Information on key security and political risks which UK businesses may face when operating in South Korea.,https://www.gov.uk/government/publications/overseas-business-risk-south-korea,guidance,Guidance,2025-11-13,9
DBT,Innovation & Business,"Record-breaking International Investment Summit secures £63 billion and nearly 38,000 jobs for the UK",2024-10-13 23:00:00,2024.0,10.0,October,4.0,Q4.0 2024.0,2024-10,0.0,5-Minimal,No,Funding & Investment,Strategic,Other/Mixed,Innovation & R&D,Active,General Public,This document does not address artificial intelligence or related technologies.,Not available,Not available,1-2 years ago,395.0,10,,"Nearly 38,000 UK jobs are set to be created across the UK after a total of £63 billion of investment was announced around today’s International Investment Summit.",https://www.gov.uk/government/news/record-breaking-international-investment-summit-secures-63-billion-and-nearly-38000-jobs-for-the-uk,press_release,,2025-11-13,41
DBT,Innovation & Business,Overseas business risk for Azerbaijan,2022-04-14 09:58:29,2022.0,4.0,April,2.0,Q2.0 2022.0,2022-04,0.0,5-Minimal,No,Implementation Guidance,Background,Other/Mixed,General AI Policy,Historical,Business/Private Sector,This document does not address artificial intelligence or related technologies.,Not available,Not available,Over 2 years ago,1309.0,10,,Information on key security and political risks which UK businesses may face when operating in Azerbaijan.,https://www.gov.uk/government/publications/overseas-business-risk-azerbaijan,guidance,Guidance,2025-11-13,15
DBT,Innovation & Business,Labour Market Enforcement: annual report 2020 to 2023,2024-12-11 00:00:00,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,General Public,This document does not address artificial intelligence or related systems in any capacity.,Not available,Not available,Last year,337.0,13,,Annual report from the Director of Labour Market Enforcement assessing labour market enforcement activity between 2020 and 2023.,https://www.gov.uk/government/publications/labour-market-enforcement-annual-report-2020-to-2023,corporate_report,Corporate report,2025-11-13,50
DBT,Innovation & Business,UK and Illinois trade and economic co-operation memorandum of understanding,2025-04-08 20:30:03,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,0.0,5-Minimal,No,International Cooperation,Strategic,Other/Mixed,General AI Policy,Proposed,Government/Public Sector,This document does not address artificial intelligence or related systems in any capacity.,Not available,Not available,Last year,218.0,13,,"Memorandum of understanding (MOU) on trade and economic co-operation between the United Kingdom and the State of Illinois in the USA, signed 8 April 2025.",https://www.gov.uk/government/publications/uk-and-illinois-trade-and-economic-co-operation-memorandum-of-understanding,policy_paper,Policy paper,2025-11-13,15
DBT,Innovation & Business,Western Balkans Summit Economy Ministers' meeting: 16 October 2025,2025-10-20 10:46:33,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,0.0,5-Minimal,No,International Cooperation,Strategic,Other/Mixed,General AI Policy,Proposed,Government/Public Sector,This document does not address artificial intelligence or related systems in any capacity.,Not available,Not available,Last month,24.0,13,,"This document summarises the discussion that took place during the Berlin Process Economy Ministers’ meeting in London, as part of the Western Balkans Summit.",https://www.gov.uk/government/publications/western-balkans-summit-economy-ministers-meeting-16-october-2025,policy_paper,Policy paper,2025-11-13,43
DBT,Innovation & Business,West Midlands local industrial strategy: progress statement,2018-09-30 23:00:00,2018.0,9.0,September,3.0,Q3.0 2018.0,2018-09,0.0,5-Minimal,No,Strategy & Frameworks,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,"This document does not address artificial intelligence or related systems, focusing instead on local industrial strategy progress.",Not available,Not available,Over 2 years ago,2600.0,17,,An update on West Midlands' progress towards developing a local industrial strategy.,https://www.gov.uk/government/publications/local-industrial-strategy-west-midlands-progress-statement,policy_paper,Policy paper,2025-11-13,39
DBT,Innovation & Business,Consultation on the future of Post Office: privacy notice,2025-07-14 08:30:06,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,0.0,5-Minimal,No,Implementation Guidance,Operational,Public Sector,Data & Privacy,Proposed,General Public,"This document does not discuss artificial intelligence, focusing instead on data collection and privacy for the Post Office consultation.",Not available,Not available,Last 6 months,122.0,19,,"What data is collected when you respond to the public consultation on the future of Post Office – how it's used, where it's stored, your rights.",https://www.gov.uk/government/publications/consultation-on-the-future-of-post-office-privacy-notice,guidance,Guidance,2025-11-13,29
DBT,Innovation & Business,UK-New Zealand FTA Chapter 15: Digital Trade,2022-02-28 13:30:00,2022.0,2.0,February,1.0,Q1.0 2022.0,2022-02,0.0,5-Minimal,No,International Cooperation,Strategic,Technology,General AI Policy,Active,Government/Public Sector,"This document does not pertain to artificial intelligence, detailing the digital trade chapter of the UK-New Zealand Free Trade Agreement.",Not available,Not available,Over 2 years ago,1354.0,20,,Text of chapter 15 of the Free Trade Agreement (FTA) between the United Kingdom of Great Britain and Northern Ireland and New Zealand.,https://www.gov.uk/government/publications/uk-new-zealand-fta-chapter-15-digital-trade,international_treaty,International treaty,2025-11-13,9
DBT,Innovation & Business,UK joins top Gulf commerce ministers for trade talks in Oman,2023-09-15 13:54:54,2023.0,9.0,September,3.0,Q3.0 2023.0,2023-09,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Historical,General Public,This document discusses trade talks in Oman and does not address AI systems or policies.,Not available,Not available,Over 2 years ago,790.0,15,,Minister Huddleston visits Oman to attend the Gulf Cooperation Council (GCC) Commerce Ministers’ summit.,https://www.gov.uk/government/news/uk-joins-top-gulf-commerce-ministers-for-trade-talks-in-oman,press_release,,2025-11-13,37
DBT,Innovation & Business,UK to galvanise support for Ukraine’s recovery at OECD meetings,2023-06-06 23:01:10,2023.0,6.0,June,2.0,Q2.0 2023.0,2023-06,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,General AI Policy,Historical,General Public,This document focuses on mobilizing support for Ukraine and does not pertain to AI systems or policies.,Not available,Not available,Over 2 years ago,890.0,17,,Foreign Secretary chairs the OECD’s Ministerial Council Meeting in Paris to mobilise international support for Ukraine’s recovery and tackle global challenges.,https://www.gov.uk/government/news/uk-to-galvanise-support-for-ukraines-recovery-at-oecd-meetings,press_release,,2025-11-13,23
DBT,Innovation & Business,UK fintechs: partnering with banks in the US,2021-04-28 13:58:00,2021.0,4.0,April,2.0,Q2.0 2021.0,2021-04,0.0,5-Minimal,No,Implementation Guidance,Strategic,Financial Services,Innovation & R&D,Active,Business/Private Sector,"This document provides insights for UK fintechs partnering with US banks, lacking any direct AI content or obligations.",Not available,Not available,Over 2 years ago,1660.0,18,,Insight and recommendations on what UK fintech companies need to know to successfully partner with a US bank.,https://www.gov.uk/government/publications/uk-fintechs-partnering-with-banks-in-the-us,promotional,Promotional material,2025-11-13,17
DBT,Innovation & Business,UK and Indiana trade and economic memorandum of understanding,2022-05-27 14:01:00,2022.0,5.0,May,2.0,Q2.0 2022.0,2022-05,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,"This document does not address artificial intelligence or related systems, focusing instead on trade relations between Indiana and the UK.",Not available,Not available,Over 2 years ago,1266.0,20,,"Memorandum of understanding (MOU) on economic cooperation and trade relations between the US state of Indiana and the United Kingdom, signed on 27 May 2022.",https://www.gov.uk/government/publications/uk-and-indiana-trade-and-economic-memorandum-of-understanding,policy_paper,Policy paper,2025-11-13,21
DBT,Innovation & Business,DBT’s digital evaluation and performance analysis strategy,2025-06-10 12:57:11,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,0.0,5-Minimal,No,Strategy & Frameworks,Strategic,Technology,Innovation & R&D,Proposed,Government/Public Sector,"This document does not specifically address artificial intelligence, focusing instead on digital product evaluation and performance analysis strategies.",Not available,Not available,Last 6 months,156.0,18,,The Department for Business and Trade's (DBT) strategy and playbook outlining the approach to monitoring and evaluation of digital products and services.,https://www.gov.uk/government/publications/dbts-digital-evaluation-and-performance-analysis-strategy,policy_paper,Policy paper,2025-11-13,24
DBT,Innovation & Business,Directory of UK Safety Tech Providers,2024-03-06 10:20:10,2024.0,3.0,March,1.0,Q1.0 2024.0,2024-03,4.0,4-Low,No,Research & Analysis,Strategic,Technology,Safety & Security,Active,Business/Private Sector,"The directory provides insights into UK safety tech providers, facilitating safer online experiences and protecting users from harmful content and conduct.",AI safety,"AI safety, technology, user protection",1-2 years ago,617.0,21,3.0,"A directory of more than 80 UK-based companies which provide technology or solutions which facilitate safer online experiences, and protect users from harmful content, contact or conduct.",https://www.gov.uk/government/publications/directory-of-uk-safety-tech-providers,research,Research,2025-11-13,10
DBT,Innovation & Business,Smarter regulation: UK product safety review,2024-11-05 09:55:16,2024.0,11.0,November,4.0,Q4.0 2024.0,2024-11,0.0,5-Minimal,No,Regulation & Compliance,Strategic,Other/Mixed,Safety & Security,Under Review,Government/Public Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,373.0,10,,"We're inviting views on the long-term approach to product safety, and how to ensure that the regulatory framework is fit for the future.",https://www.gov.uk/government/consultations/smarter-regulation-uk-product-safety-review,consultation_outcome,,2025-11-13,45
DBT,Innovation & Business,Joint Statement on the UK-Australia Strategic Innovation Dialogue,2024-04-11 16:12:15,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,0.0,5-Minimal,No,International Cooperation,Background,Other/Mixed,Innovation & R&D,Historical,General Public,This document does not address artificial intelligence or related systems.,Not available,Not available,1-2 years ago,581.0,10,,"Following the inaugural Strategic Innovation Dialogue in London, the UK and Australia have issued a Joint Statement.",https://www.gov.uk/government/news/joint-statement-on-the-uk-australia-strategic-innovation-dialogue,news_story,,2025-11-13,15
DBT,Innovation & Business,SME Digital Adoption Taskforce: final report,2025-07-31 11:00:00,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,0.0,5-Minimal,No,Research & Analysis,High Impact,Technology,Workforce & Skills,Proposed,Business/Private Sector,This document does not address artificial intelligence or related systems.,Not available,Not available,Last 6 months,105.0,10,,This report sets out an ambition for growth and prosperity for small and medium-sized enterprises (SMEs) through the adoption of digital technology and a 10-step action plan for government.,https://www.gov.uk/government/publications/sme-digital-adoption-taskforce-final-report,independent_report,Independent report,2025-11-13,31
