dept,dept_group,title,published_date,year,month,month_name,quarter,quarter_label,year_month,relevance_score,priority_category,requires_action,policy_type,business_impact,sector_focus,ai_application,stage,audience,ai_summary,primary_topic,key_topics,recency,days_since_published,summary_word_count,topics_count,description,url,format,display_type,collection_date,week_of_year
DBT,Innovation & Business,Life Sciences Sector Plan to grow economy and transform NHS,2025-07-15 23:00:00,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Healthcare,Innovation & R&D,Active,Government/Public Sector,"The Life Sciences Sector Plan aims to grow the economy and transform the NHS, requiring immediate actions and strategic investments by 2025.",healthcare ai,"healthcare ai, innovation, funding",Last 6 months,120.0,22,3,The government has today (Wednesday 16 July) launched a bold new Life Sciences Sector Plan as part of the government’s flagship Industrial Strategy.,https://www.gov.uk/government/news/life-sciences-sector-plan-to-grow-economy-and-transform-nhs,press_release,,2025-11-12,29
DBT,Innovation & Business,UK-Australia FTA: draft explanatory memorandum,2023-03-02 17:26:34,2023.0,3.0,March,1.0,Q1.0 2023.0,2023-03,6.0,3-Medium,No,Implementation Guidance,Strategic,Other/Mixed,International Competitiveness,Active,Government/Public Sector,"The UK-Australia FTA memorandum outlines legal and financial implications, guiding implementation strategies for enhanced international trade relations.",trade agreements,"trade agreements, implementation, financial implications",Over 2 years ago,986.0,17,3,"The memorandum describes the general effect of the UK-Australia free trade agreement treaty as well as its financial, legal and policy implications.",https://www.gov.uk/government/publications/uk-australia-fta-draft-explanatory-memorandum,guidance,Guidance,2025-11-12,9
DBT,Innovation & Business,Advanced manufacturing plan,2023-12-06 11:47:47,2023.0,12.0,December,4.0,Q4.0 2023.0,2023-12,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Other/Mixed,Innovation & R&D,Active,Business/Private Sector,"The plan outlines actions to enhance manufacturing growth, aiming to position the UK as a global leader in manufacturing by 2025.",innovation,"innovation, manufacturing, growth",1-2 years ago,707.0,21,3,The advanced manufacturing plan sets out the actions we are taking to be the best place in the world to start and grow a manufacturing business.,https://www.gov.uk/government/publications/advanced-manufacturing-plan,policy_paper,Policy paper,2025-11-12,49
DBT,Innovation & Business,"UK Government honours exceptional exporters with prestigious Made in the UK, Sold to the World Awards",2024-04-22 23:00:00,2024.0,4.0,April,2.0,Q2.0 2024.0,2024-04,7.0,2-High,Yes,Implementation Guidance,High Impact,Other/Mixed,International Competitiveness,Active,Business/Private Sector,"The UK Government recognizes 10 SMEs with awards, promoting export excellence and encouraging further international trade engagement by 2024.",international competitiveness,"international competitiveness, smes, export",1-2 years ago,569.0,19,3,"The Department for Business and Trade has announced the 10 SME winners of the 2024 Made in the UK, Sold to the World Awards.",https://www.gov.uk/government/news/uk-government-honours-exceptional-exporters-with-prestigious-made-in-the-uk-sold-to-the-world-awards,press_release,,2025-11-12,17
DBT,Innovation & Business,West of England Local Industrial Strategy,2019-07-18 23:00:00,2019.0,7.0,July,3.0,Q3.0 2019.0,2019-07,5.0,3-Medium,No,Strategy & Frameworks,Strategic,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,"The strategy outlines long-term productivity priorities for the West of England, aiming to enhance regional economic performance and innovation.",productivity,"productivity, regional strategy, innovation",Over 2 years ago,2309.0,19,3,The West of England Local Industrial Strategy sets out long-term priorities to increase productivity in the region.,https://www.gov.uk/government/publications/west-of-england-local-industrial-strategy,policy_paper,Policy paper,2025-11-12,29
DBT,Innovation & Business,Refining the UK subsidy control regime,2025-04-07 10:48:41,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,6.0,3-Medium,No,Regulation & Compliance,Strategic,Cross-Sector,Innovation & R&D,Proposed,Government/Public Sector,Seeking views on amending subsidy thresholds and creating streamlined routes for CMA referrals by April 2025.,regulation,"regulation, governance, innovation",Last year,220.0,16,3,"We are seeking views on amending the thresholds for referring subsidies to the CMA, and on creating new streamlined routes.",https://www.gov.uk/government/consultations/refining-the-uk-subsidy-control-regime,closed_consultation,,2025-11-12,15
DBT,Innovation & Business,Evaluation of the Regulators’ Pioneer Fund (RPF) - Round 1,2021-03-15 10:00:00,2021.0,3.0,March,1.0,Q1.0 2021.0,2021-03,4.0,4-Low,No,Research & Analysis,Background,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,Reports summarizing findings from the independent evaluation of Round 1 of the Regulators’ Pioneer Fund published in March 2021.,funding,"funding, innovation, evaluation",Over 2 years ago,1704.0,19,3,A series of reports summarising the key findings from an independent evaluation of Round 1 of the Regulators’ Pioneer Fund (RPF).,https://www.gov.uk/government/publications/evaluation-of-the-regulators-pioneers-fund-rpf-round-1,research,Research,2025-11-12,11
DBT,Innovation & Business,Prime Minister unveils £29.5bn of investment at historic Global Investment Summit,2023-11-27 00:00:00,2023.0,11.0,November,4.0,Q4.0 2023.0,2023-11,9.0,1-Critical,Yes,Funding & Investment,High Impact,Cross-Sector,Innovation & R&D,Active,Business/Private Sector,"£29.5bn investment announced to create jobs in tech, life sciences, and infrastructure sectors, enhancing UK innovation and competitiveness.",funding,"funding, innovation, infrastructure",1-2 years ago,717.0,18,3,"Thousands of jobs will be created across the UK in our most innovative sectors, including tech, life sciences, renewables, housing and infrastructure.",https://www.gov.uk/government/news/prime-minister-unveils-295bn-of-investment-at-historic-global-investment-summit,news_story,,2025-11-12,48
DBT,Innovation & Business,UK and Taiwan Enhanced Trade Partnership arrangement pillars,2025-06-30 09:00:01,2025.0,6.0,June,2.0,Q2.0 2025.0,2025-06,6.0,3-Medium,No,International Cooperation,Strategic,Energy & Infrastructure,Innovation & R&D,Proposed,Business/Private Sector,"The UK and Taiwan's ETP outlines priorities for investment and digital trade, aiming for net-zero cooperation by June 2025.",funding,"funding, digital trade, net-zero",Last 6 months,136.0,19,3,"The Enhanced Trade Partnership (ETP) pillars set out the UK’s and Taiwan’s priorities for investment, digital trade, and energy and net-zero cooperation.",https://www.gov.uk/government/publications/uk-and-taiwan-enhanced-trade-partnership-arrangement-pillars,policy_paper,Policy paper,2025-11-12,27
DBT,Innovation & Business,UK-Canada committee documents,2024-05-10 15:00:04,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,5.0,3-Medium,No,Strategy & Frameworks,Operational,Cross-Sector,General AI Policy,Active,Government/Public Sector,"UK-Canada committee documents include decisions and meeting minutes, facilitating ongoing collaboration and strategic alignment in AI policy.",collaboration,"collaboration, strategy, decision-making",1-2 years ago,551.0,17,3,"Decisions, documents and meeting minutes from the UK-Canada committees.",https://www.gov.uk/government/publications/uk-canada-committee-documents,decision,Decision,2025-11-12,19
DBT,Innovation & Business,Government response to the CMA digital advertising market study,2020-11-27 00:00:00,2020.0,11.0,November,4.0,Q4.0 2020.0,2020-11,8.0,2-High,Yes,Regulation & Compliance,High Impact,Technology,Data & Privacy,Historical,Government/Public Sector,"The government responds to CMA's digital advertising study, addressing regulatory compliance and market transparency issues in online platforms.",regulation,"regulation, transparency, digital advertising",Over 2 years ago,1812.0,18,3,The government’s response to the Competition and Markets Authority’s (CMA) market study into online platforms and digital advertising.,https://www.gov.uk/government/publications/government-response-to-the-cma-digital-advertising-market-study,policy_paper,Policy paper,2025-11-12,48
DBT,Innovation & Business,Parental leave and pay review: call for evidence,2025-09-10 15:25:38,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,5.0,3-Medium,No,Research & Analysis,Strategic,Other/Mixed,Workforce & Skills,Under Review,Government/Public Sector,Call for evidence on parental leave and pay system objectives; feedback required by deadline not specified.,parental leave,"parental leave, pay system, evidence gathering",Last 3 months,63.0,16,3,This call for evidence invites views and evidence on the proposed set of objectives for the parental leave and pay system.,https://www.gov.uk/government/calls-for-evidence/parental-leave-and-pay-review-call-for-evidence,closed_call_for_evidence,,2025-11-12,37
DBT,Innovation & Business,Clean Energy Industries Sector Plan,2025-08-05 15:18:18,2025.0,8.0,August,3.0,Q3.0 2025.0,2025-08,7.0,2-High,Yes,Strategy & Frameworks,High Impact,Energy & Infrastructure,Innovation & R&D,Active,Business/Private Sector,Clean Energy Industries Sector Plan aims to boost investment and job creation; implementation details and costs to be outlined.,clean energy,"clean energy, funding, job creation",Last 6 months,99.0,19,3,"The UK's plan to create investment, growth, and good jobs in clean energy industries, as part of the UK’s Modern Industrial Strategy.",https://www.gov.uk/government/publications/clean-energy-industries-sector-plan,policy_paper,Policy paper,2025-11-12,32
DBT,Innovation & Business,UK-Central America committee documents,2025-10-31 11:22:18,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,3.0,4-Low,No,International Cooperation,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,UK-Central America committee documents provide insights into past decisions and meetings; no immediate actions or costs mentioned.,international cooperation,"international cooperation, committee decisions, documentation",Last month,12.0,17,3,"Decisions, documents and meeting minutes from UK-Central America countries committees.",https://www.gov.uk/government/publications/uk-central-america-committee-documents,decision,Decision,2025-11-12,44
DBT,Innovation & Business,UK critical imports and supply chains strategy,2024-01-17 00:00:00,2024.0,1.0,January,1.0,Q1.0 2024.0,2024-01,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Other/Mixed,Innovation & R&D,Active,Government/Public Sector,"The strategy aims to enhance supply chain resilience and safeguard critical imports, requiring ongoing evaluation and potential investment.",supply chains,"supply chains, resilience, critical imports",1-2 years ago,666.0,18,3,UK’s first critical imports and supply chain strategy aims to build resilient supply chains and safeguard critical imports,https://www.gov.uk/government/publications/uk-critical-imports-and-supply-chains-strategy,policy_paper,Policy paper,2025-11-12,3
DBT,Innovation & Business,Invest 2035: the UK’s modern industrial strategy,2024-11-24 19:19:51,2024.0,11.0,November,4.0,Q4.0 2024.0,2024-11,8.0,2-High,Yes,Strategy & Frameworks,High Impact,Cross-Sector,Innovation & R&D,Proposed,Business/Private Sector,"The 10-year industrial strategy seeks feedback on proposals, with a final plan due in spring 2025, focusing on high-growth sectors.",economic growth,"economic growth, funding, high-growth sectors",Last year,353.0,20,3,"The industrial strategy is the UK government’s proposed 10-year plan for the economy. It aims to deliver the certainty and stability businesses need to invest in the high-growth sectors and drive long-term economic growth. 

We want to hear your views on our proposals. 

The final industrial strategy will be published in spring 2025, alongside the multi-year spending review.",https://www.gov.uk/government/consultations/invest-2035-the-uks-modern-industrial-strategy,closed_consultation,,2025-11-12,47
DBT,Innovation & Business,West Midlands Local Industrial Strategy,2019-05-16 06:30:00,2019.0,5.0,May,2.0,Q2.0 2019.0,2019-05,4.0,4-Low,No,Strategy & Frameworks,Strategic,Other/Mixed,Innovation & R&D,Historical,Government/Public Sector,"The strategy outlines long-term productivity priorities for the West Midlands, emphasizing regional economic development and collaboration.",productivity,"productivity, innovation, collaboration",Over 2 years ago,2373.0,16,3,The West Midlands Local Industrial Strategy sets out long-term priorities to increase productivity in the region.,https://www.gov.uk/government/publications/west-midlands-local-industrial-strategy,policy_paper,Policy paper,2025-11-12,20
DBT,Innovation & Business,UK-Australia FTA: benefits for sectors of the UK economy,2021-12-16 22:30:00,2021.0,12.0,December,4.0,Q4.0 2021.0,2021-12,5.0,3-Medium,No,International Cooperation,Strategic,Cross-Sector,Innovation & R&D,Historical,Business/Private Sector,"The UK-Australia FTA outlines sectoral benefits, enhancing trade relations and opportunities for UK businesses. No specific deadlines or costs mentioned.",trade agreement,"trade agreement, economic benefits, sectoral opportunities",Over 2 years ago,1427.0,20,3,Summary document giving an overview of the benefits for the UK by sector from the UK-Australia Free Trade Agreement.,https://www.gov.uk/government/publications/uk-australia-fta-benefits-for-sectors-of-the-uk-economy,promotional,Promotional material,2025-11-12,50
DBT,Innovation & Business,Keep Britain Working Review: Discovery,2025-03-20 00:00:00,2025.0,3.0,March,1.0,Q1.0 2025.0,2025-03,7.0,2-High,Yes,Research & Analysis,High Impact,Other/Mixed,Workforce & Skills,Proposed,Government/Public Sector,The Keep Britain Working Review aims to address health-related economic inactivity by promoting inclusive workplaces. Deadline for findings is March 2025.,economic inactivity,"economic inactivity, workplace inclusion, employer role",Last year,238.0,21,3,Keep Britain Working is an independent review of the role of employers in tackling health based economic inactivity and promoting healthy and inclusive workplaces,https://www.gov.uk/government/publications/keep-britain-working-review-discovery,independent_report,Independent report,2025-11-12,12
DBT,Innovation & Business,UK's approach to negotiating an enhanced free trade agreement with Switzerland,2023-05-15 16:00:00,2023.0,5.0,May,2.0,Q2.0 2023.0,2023-05,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,International Competitiveness,Active,Government/Public Sector,"The UK seeks to enhance trade negotiations with Switzerland, focusing on strategic objectives. No specific deadlines or costs outlined.",trade negotiations,"trade negotiations, strategic objectives, international relations",Over 2 years ago,912.0,19,3,The UK’s objectives in trade negotiations with Switzerland.,https://www.gov.uk/government/publications/uks-approach-to-negotiating-an-enhanced-free-trade-agreement-with-switzerland,policy_paper,Policy paper,2025-11-12,20
DBT,Innovation & Business,"Export strategy: Made in the UK, Sold to the World",2021-11-17 08:44:00,2021.0,11.0,November,4.0,Q4.0 2021.0,2021-11,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,International Competitiveness,Active,Business/Private Sector,"Government supports businesses in seizing global export opportunities, enhancing international competitiveness. No specific deadlines or costs mentioned.",export opportunities,"export opportunities, international competitiveness, business support",Over 2 years ago,1457.0,17,3,A strategy setting out how the government will support businesses to respond to export opportunities around the world.,https://www.gov.uk/government/publications/export-strategy-made-in-the-uk-sold-to-the-world,policy_paper,Policy paper,2025-11-12,46
DBT,Innovation & Business,UK-Andean countries committee documents,2025-08-01 08:00:09,2025.0,8.0,August,3.0,Q3.0 2025.0,2025-08,3.0,4-Low,No,International Cooperation,Background,Other/Mixed,General AI Policy,Proposed,Government/Public Sector,"Documents outline decisions and meeting minutes from UK-Andean countries committees. No specific actions, deadlines, or costs provided.",committee decisions,"committee decisions, international cooperation, documentation",Last 6 months,104.0,17,3,"Decisions, documents and meeting minutes from UK-Andean countries committees.",https://www.gov.uk/government/publications/uk-andean-countries-committee-documents,decision,Decision,2025-11-12,31
DBT,Innovation & Business,Board of Trade report: life sciences,2022-11-28 00:00:00,2022.0,11.0,November,4.0,Q4.0 2022.0,2022-11,7.0,2-High,Yes,Research & Analysis,Strategic,Healthcare,Innovation & R&D,Active,Government/Public Sector,"Board of Trade report discusses trade benefits from the Life Sciences Vision, emphasizing innovation in healthcare. No deadlines or costs specified.",life sciences,"life sciences, trade benefits, innovation",Over 2 years ago,1081.0,21,3,This publication by the Board of Trade sets out reflections on how the UK can deliver the trade benefits of the national Life Sciences Vision.,https://www.gov.uk/government/publications/board-of-trade-report-life-sciences,policy_paper,Policy paper,2025-11-12,48
DBT,Innovation & Business,Good work plan,2018-12-17 07:00:00,2018.0,12.0,December,4.0,Q4.0 2018.0,2018-12,4.0,4-Low,No,Strategy & Frameworks,Strategic,Cross-Sector,Workforce & Skills,Historical,Government/Public Sector,"The Good Work Plan outlines future UK labour market strategies, emphasizing workforce skills and inclusivity without specific deadlines or costs mentioned.",skills,"skills, strategy",Over 2 years ago,2523.0,21,2,This plan sets out our vision for the future of the UK labour market.,https://www.gov.uk/government/publications/good-work-plan,policy_paper,Policy paper,2025-11-12,51
DBT,Innovation & Business,Green Jobs Taskforce report,2021-07-14 13:13:00,2021.0,7.0,July,3.0,Q3.0 2021.0,2021-07,6.0,3-Medium,No,Research & Analysis,Strategic,Other/Mixed,Innovation & R&D,Active,Government/Public Sector,"The Green Jobs Taskforce report provides findings and recommendations to enhance green job creation, focusing on innovation and sustainable practices.",innovation,"innovation, green jobs, sustainability",Over 2 years ago,1582.0,20,3,Findings and recommendations from the Green Jobs Taskforce.,https://www.gov.uk/government/publications/green-jobs-taskforce-report,independent_report,Independent report,2025-11-12,28
DBT,Innovation & Business,UK-Japan CEPA documents,2025-10-28 12:01:01,2025.0,10.0,October,4.0,Q4.0 2025.0,2025-10,7.0,2-High,Yes,International Cooperation,High Impact,Cross-Sector,International Competitiveness,Proposed,Government/Public Sector,"The UK-Japan CEPA documents detail agreements and decisions aimed at enhancing international trade relations, with ongoing discussions expected to influence future policies.",international cooperation,"international cooperation, trade, agreements",Last month,15.0,22,3,"Decisions, documents and meeting minutes from the UK-Japan Comprehensive Economic Partnership Agreement (CEPA).",https://www.gov.uk/government/publications/uk-japan-cepa-documents,decision,Decision,2025-11-12,44
DBT,Innovation & Business,"Expanding DBT export support in Northern Ireland, Scotland and Wales",2024-02-21 15:24:07,2024.0,2.0,February,1.0,Q1.0 2024.0,2024-02,6.0,3-Medium,No,International Cooperation,Strategic,Cross-Sector,Innovation & R&D,Proposed,Business/Private Sector,"DBT seeks stakeholder views on enhancing export support in Northern Ireland, Scotland, and Wales. Feedback deadline not specified.",export support,"export support, stakeholder engagement, innovation",1-2 years ago,630.0,18,3,"We're seeking views from businesses and stakeholders in Scotland, Wales and Northern Ireland on how increased export support offered by DBT can complement existing export support services.",https://www.gov.uk/government/calls-for-evidence/expanding-dbt-export-support-in-scotland-wales-and-northern-ireland,call_for_evidence_outcome,,2025-11-12,8
DBT,Innovation & Business,Department for Business and Trade annual report and accounts for 2023 to 2024,2025-04-24 15:19:29,2025.0,4.0,April,2.0,Q2.0 2025.0,2025-04,7.0,2-High,Yes,Research & Analysis,High Impact,Cross-Sector,General AI Policy,Active,Government/Public Sector,"DBT's annual report details performance and expenditure for 2023-2024, providing insights for future governance and funding decisions.",performance analysis,"performance analysis, governance, expenditure",Last year,202.0,17,3,"Detailed commentary on the performance, governance arrangements and expenditure of the Department for Business and Trade (DBT).",https://www.gov.uk/government/publications/department-for-business-and-trade-annual-report-and-accounts-for-2023-to-2024,corporate_report,Corporate report,2025-11-12,17
DBT,Innovation & Business,UK's approach to negotiating a free trade agreement with Australia,2020-07-17 17:06:46,2020.0,7.0,July,3.0,Q3.0 2020.0,2020-07,5.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,International Competitiveness,Historical,Government/Public Sector,"The UK outlines objectives for negotiating a free trade agreement with Australia, focusing on enhancing international trade relations.",trade negotiations,"trade negotiations, international relations, economic strategy",Over 2 years ago,1944.0,18,3,The UK’s objectives in trade negotiations with Australia.,https://www.gov.uk/government/publications/uks-approach-to-negotiating-a-free-trade-agreement-with-australia,policy_paper,Policy paper,2025-11-12,29
DBT,Innovation & Business,Smarter Regulation: one year on,2024-05-15 23:00:00,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,6.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,"The Smarter Regulation programme aims to enhance regulatory reform post-Brexit, with ongoing assessments and potential adjustments to improve efficiency.",regulation,"regulation, innovation, brexit",1-2 years ago,546.0,19,3,"This details the progress so far on the government's Smarter Regulation programme, which is designed to re-energise regulatory reform and capitalise on the benefits of Brexit.",https://www.gov.uk/government/publications/smarter-regulation-one-year-on,policy_paper,Policy paper,2025-11-12,20
DBT,Innovation & Business,UK internal market,2020-09-09 11:44:54,2020.0,9.0,September,3.0,Q3.0 2020.0,2020-09,5.0,3-Medium,No,Strategy & Frameworks,Strategic,Cross-Sector,International Competitiveness,Active,Business/Private Sector,"This white paper outlines strategies to maintain the flow of goods and services within the UK internal market, ensuring operational continuity.",market flow,"market flow, goods, services",Over 2 years ago,1890.0,21,3,This white paper sets out options to protect the flow of goods and services in the UK’s internal market.,https://www.gov.uk/government/publications/uk-internal-market,policy_paper,Policy paper,2025-11-12,37
DBT,Innovation & Business,Find trading partners to help you export to the UK,2022-05-20 18:02:00,2022.0,5.0,May,2.0,Q2.0 2022.0,2022-05,5.0,3-Medium,No,Implementation Guidance,Operational,Cross-Sector,International Competitiveness,Active,Business/Private Sector,"Businesses seeking to export to the UK must identify and collaborate with local partners, such as importers and distributors, for successful market entry.",export,"export, partnerships, market entry",Over 2 years ago,1272.0,23,3,"To sell goods to UK consumers, you may need to partner with other organisations, such as importers, distributors or retailers.",https://www.gov.uk/guidance/find-trading-partners-to-help-you-export-to-the-uk,detailed_guide,,2025-11-12,20
DBT,Innovation & Business,Access international market export support,2022-04-03 23:00:00,2022.0,4.0,April,2.0,Q2.0 2022.0,2022-04,6.0,3-Medium,No,International Cooperation,Strategic,Cross-Sector,International Competitiveness,Active,Business/Private Sector,Businesses can access tailored export support from DBT. Eligibility checks are required for participation. No specific deadlines or costs mentioned.,export support,"export support, international market, business eligibility",Over 2 years ago,1319.0,20,3,Find out if your business is eligible for tailored in-market support from the Department for Business and Trade.,https://www.gov.uk/guidance/access-international-market-export-support,detailed_guide,,2025-11-12,13
DBT,Innovation & Business,Find overseas customers and export opportunities,2024-12-20 11:51:07,2024.0,12.0,December,4.0,Q4.0 2024.0,2024-12,7.0,2-High,Yes,Implementation Guidance,High Impact,Cross-Sector,International Competitiveness,Proposed,Business/Private Sector,Businesses can find overseas customers and export opportunities with trade specialist assistance. Action required to engage by December 2024.,export opportunities,"export opportunities, overseas customers, trade assistance",Last year,327.0,19,3,Find potential overseas buyers for your products and services. Get help selling online overseas. Get help from a trade specialist.,https://www.gov.uk/overseas-customers-export-opportunities,guide,,2025-11-12,51
DBT,Innovation & Business,Department for International Trade annual report and accounts,2023-07-18 12:25:45,2023.0,7.0,July,3.0,Q3.0 2023.0,2023-07,4.0,4-Low,No,Research & Analysis,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,The DIT annual report details performance and expenditure. No immediate actions or costs specified; serves as background information.,performance analysis,"performance analysis, governance, expenditure",Over 2 years ago,848.0,18,3,"Detailed commentary on the performance, governance arrangements and expenditure of the Department for International Trade (DIT).",https://www.gov.uk/government/publications/department-for-international-trade-annual-report-and-accounts,corporate_report,Corporate report,2025-11-12,29
DBT,Innovation & Business,End-use controls applying to military related items,2023-04-14 15:46:16,2023.0,4.0,April,2.0,Q2.0 2023.0,2023-04,8.0,2-High,Yes,Regulation & Compliance,High Impact,Other/Mixed,Safety & Security,Active,Government/Public Sector,Military end-use export controls apply to specific destinations; compliance is mandatory. Review guidelines for potential penalties and required licensing actions.,regulation,"regulation, military export",Over 2 years ago,943.0,20,2,When military end-use export controls apply and to which destinations.,https://www.gov.uk/guidance/end-use-controls-applying-to-military-related-items,detailed_guide,,2025-11-12,15
DBT,Innovation & Business,Controls on radioactive sources,2025-07-07 08:10:01,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,9.0,1-Critical,Yes,Regulation & Compliance,High Impact,Other/Mixed,Safety & Security,Proposed,Business/Private Sector,Licensing required for exporting certain radioactive sources. Applications must be submitted by the specified deadline to avoid penalties.,regulation,"regulation, licensing, radioactive sources",Last 6 months,129.0,18,3,Find out which radioactive sources you need a licence to export and how to apply for one.,https://www.gov.uk/guidance/controls-on-radioactive-sources,detailed_guide,,2025-11-12,28
DBT,Innovation & Business,Particular market situation and costs adjustments,2023-09-04 08:25:35,2023.0,9.0,September,3.0,Q3.0 2023.0,2023-09,6.0,3-Medium,No,Research & Analysis,Strategic,Other/Mixed,Innovation & R&D,Active,Government/Public Sector,TRA assesses market situations for cost adjustments; understanding these criteria is essential for compliance and strategic planning.,market assessment,"market assessment, cost adjustments, regulation",Over 2 years ago,801.0,17,3,How the TRA determines a particular market situation and cost adjustments when costs or profits are not substantially determined by market forces.,https://www.gov.uk/guidance/trade-remedies-investigations-directorate-trid-dumping-and-subsidisation-investigations-guidance/particular-market-situation-and-costs-adjustments,manual_section,,2025-11-12,36
DBT,Innovation & Business,Market intelligence: estimates of other countries' defence exports,2025-07-10 10:46:18,2025.0,7.0,July,3.0,Q3.0 2025.0,2025-07,4.0,4-Low,No,Research & Analysis,Background,Other/Mixed,International Competitiveness,Historical,Government/Public Sector,"This document provides defence export estimates from 2013 to 2023, aiding understanding of international competitiveness in defence markets.",defence exports,"defence exports, market intelligence, international competitiveness",Last 6 months,126.0,18,3,Market intelligence detailing estimates of other countries' defence exports covering the period 2013 to 2023.,https://www.gov.uk/government/publications/market-intelligence-estimates-of-other-countries-defence-exports,research,Research,2025-11-12,28
DBT,Innovation & Business,Global Supply Chain Intelligence Programme (GSCIP) privacy notice,2025-08-22 15:38:21,2025.0,8.0,August,3.0,Q3.0 2025.0,2025-08,6.0,3-Medium,No,Regulation & Compliance,Strategic,Cross-Sector,Data & Privacy,Active,Business/Private Sector,"The privacy notice details data handling practices for the Global Supply Chains Intelligence Programme, ensuring compliance with data protection regulations.",data protection,"data protection, regulation",Last 3 months,82.0,20,2,This privacy notice outlines how the Department for Business and Trade (DBT) handles data collected via the Global Supply Chains Intelligence Programme (GSCIP).,https://www.gov.uk/government/publications/global-supply-chain-intelligence-programme-gscip-privacy-notice,guidance,Guidance,2025-11-12,34
DBT,Innovation & Business,Evaluation of the Global Supply Chains Intelligence Pilot (GSCIP) by Ipsos,2024-02-27 00:00:00,2024.0,2.0,February,1.0,Q1.0 2024.0,2024-02,7.0,2-High,Yes,Research & Analysis,Strategic,Cross-Sector,Innovation & R&D,Active,Government/Public Sector,"An independent evaluation of the GSCIP assesses its effectiveness in enhancing supply chain intelligence, informing future improvements and investments.",supply chain intelligence,"supply chain intelligence, evaluation, effectiveness",1-2 years ago,625.0,19,3,An independent evaluation assessing the effectiveness of the GSCIP in enhancing HMG’s supply chain intelligence and mapping capabilities.,https://www.gov.uk/government/publications/evaluation-of-the-global-supply-chains-intelligence-pilot-gscip-by-ipsos,independent_report,Independent report,2025-11-12,9
DBT,Innovation & Business,Critical mineral supply chains,2024-05-08 23:00:00,2024.0,5.0,May,2.0,Q2.0 2024.0,2024-05,7.0,2-High,Yes,Strategy & Frameworks,High Impact,Energy & Infrastructure,Innovation & R&D,Active,Government/Public Sector,"Government outlines strategies for securing critical mineral supplies essential for UK industry and energy security, with ongoing actions required.",supply chains,"supply chains, energy security, critical minerals",1-2 years ago,553.0,19,3,"This collection sets out how the government is securing supplies of the critical minerals for UK industry and energy security, now and in the future.",https://www.gov.uk/government/collections/critical-mineral-supply-chains,document_collection,,2025-11-12,19
DBT,Innovation & Business,ONS/MAS review of building materials statistics,2012-07-01 00:00:00,2012.0,7.0,July,3.0,Q3.0 2012.0,2012-07,3.0,4-Low,No,Research & Analysis,Background,Other/Mixed,General AI Policy,Historical,Government/Public Sector,Reports on building materials statistics provide historical insights but lack immediate relevance or actionable requirements for current policy.,building materials,"building materials, statistics, methodology",Over 2 years ago,4883.0,18,3,Reports from the Methodology Advisory Service on the monthly building materials publication,https://www.gov.uk/government/publications/ons-mas-review-of-building-materials-statistics,guidance,Guidance,2025-11-12,26
DBT,Innovation & Business,Invest in - Manchester,2017-03-27 15:32:58,2017.0,3.0,March,1.0,Q1.0 2017.0,2017-03,6.0,3-Medium,No,Funding & Investment,Strategic,Cross-Sector,Workforce & Skills,Active,Business/Private Sector,"Free support available for businesses expanding or relocating in Manchester, promoting investment and workforce development opportunities.",business support,"business support, funding, innovation",Over 2 years ago,3152.0,16,3,Free support for businesses looking to expand or re-locate in Manchester.,https://www.gov.uk/business-finance-support/invest-in-manchester,business_finance_support_scheme,,2025-11-12,13
DBT,Innovation & Business,Export wins to China: 2024 to 2025 confirmed results,2025-09-09 21:30:05,2025.0,9.0,September,3.0,Q3.0 2025.0,2025-09,6.0,3-Medium,No,International Cooperation,Strategic,Other/Mixed,International Competitiveness,Active,Business/Private Sector,"UK export deals with China confirmed for 2024-2025, promoting international trade opportunities. Specific actions required for businesses to engage.",export promotion,"export promotion, international trade, business engagement",Last 3 months,64.0,19,3,"UK export deals, contracts, sales, or agreements with China resulting from export promotion support by the Department for Business and Trade (DBT) confirmed in 2024 to 2025 financial year.",https://www.gov.uk/government/publications/export-wins-to-china-2024-to-2025-confirmed-results,guidance,Guidance,2025-11-12,37
